"ACTION_DIRECTION","ACTION_SCORE","ACTION_TYPE","edge-label","EDGE_UNIQUE_SUID","EVIDENCE_CODE","INITIAL_SOURCE_NAME","INITIAL_TARGET_NAME","interaction","INTERACTION_TYPE","KappaScore","name","Regulates Source","Regulates Target","selected","shared interaction","shared name","SIGNUM","SOURCE_NAME","SOURCE_SYMBOL_NAME","TARGET_NAME","TARGET_SYMBOL_NAME","UNIQUE_ID"
"",,"","","20623","TAS","R-HSA:6798695","963","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) CD53","","","false","gene-term","Neutrophil%20degranulation (gene-term) CD53","","","","","","R-HSA:6798695 (gene-term) 963"
"",,"","","20620","TAS","R-HSA:6798695","960","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) CD44","","","false","gene-term","Neutrophil%20degranulation (gene-term) CD44","","","","","","R-HSA:6798695 (gene-term) 960"
"",,"","","20617","TAS","R-HSA:6798695","9588","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) PRDX6","","","false","gene-term","Neutrophil%20degranulation (gene-term) PRDX6","","","","","","R-HSA:6798695 (gene-term) 9588"
"",,"","","20614","TAS","R-HSA:6798695","9545","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) RAB3D","","","false","gene-term","Neutrophil%20degranulation (gene-term) RAB3D","","","","","","R-HSA:6798695 (gene-term) 9545"
"",,"","","20611","TAS","R-HSA:6798695","9535","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) GMFG","","","false","gene-term","Neutrophil%20degranulation (gene-term) GMFG","","","","","","R-HSA:6798695 (gene-term) 9535"
"",,"","","20608","TAS","R-HSA:6798695","948","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) CD36","","","false","gene-term","Neutrophil%20degranulation (gene-term) CD36","","","","","","R-HSA:6798695 (gene-term) 948"
"",,"","","20605","TAS","R-HSA:6798695","8673","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) VAMP8","","","false","gene-term","Neutrophil%20degranulation (gene-term) VAMP8","","","","","","R-HSA:6798695 (gene-term) 8673"
"",,"","","20602","TAS","R-HSA:6798695","84658","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) ADGRE3","","","false","gene-term","Neutrophil%20degranulation (gene-term) ADGRE3","","","","","","R-HSA:6798695 (gene-term) 84658"
"",,"","","20599","TAS","R-HSA:6798695","84329","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) HVCN1","","","false","gene-term","Neutrophil%20degranulation (gene-term) HVCN1","","","","","","R-HSA:6798695 (gene-term) 84329"
"",,"","","20596","TAS","R-HSA:6798695","79888","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) LPCAT1","","","false","gene-term","Neutrophil%20degranulation (gene-term) LPCAT1","","","","","","R-HSA:6798695 (gene-term) 79888"
"",,"","","20593","TAS","R-HSA:6798695","728","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) C5AR1","","","false","gene-term","Neutrophil%20degranulation (gene-term) C5AR1","","","","","","R-HSA:6798695 (gene-term) 728"
"",,"","","20590","TAS","R-HSA:6798695","7133","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) TNFRSF1B","","","false","gene-term","Neutrophil%20degranulation (gene-term) TNFRSF1B","","","","","","R-HSA:6798695 (gene-term) 7133"
"",,"","","20587","TAS","R-HSA:6798695","6727","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) SRP14","","","false","gene-term","Neutrophil%20degranulation (gene-term) SRP14","","","","","","R-HSA:6798695 (gene-term) 6727"
"",,"","","20584","TAS","R-HSA:6798695","6590","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) SLPI","","","false","gene-term","Neutrophil%20degranulation (gene-term) SLPI","","","","","","R-HSA:6798695 (gene-term) 6590"
"",,"","","20581","TAS","R-HSA:6798695","6515","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) SLC2A3","","","false","gene-term","Neutrophil%20degranulation (gene-term) SLC2A3","","","","","","R-HSA:6798695 (gene-term) 6515"
"",,"","","20578","TAS","R-HSA:6798695","6283","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) S100A12","","","false","gene-term","Neutrophil%20degranulation (gene-term) S100A12","","","","","","R-HSA:6798695 (gene-term) 6283"
"",,"","","20575","TAS","R-HSA:6798695","6280","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) S100A9","","","false","gene-term","Neutrophil%20degranulation (gene-term) S100A9","","","","","","R-HSA:6798695 (gene-term) 6280"
"",,"","","20572","TAS","R-HSA:6798695","6279","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) S100A8","","","false","gene-term","Neutrophil%20degranulation (gene-term) S100A8","","","","","","R-HSA:6798695 (gene-term) 6279"
"",,"","","20569","TAS","R-HSA:6798695","6036","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) RNASE2","","","false","gene-term","Neutrophil%20degranulation (gene-term) RNASE2","","","","","","R-HSA:6798695 (gene-term) 6036"
"",,"","","20566","TAS","R-HSA:6798695","5836","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) PYGL","","","false","gene-term","Neutrophil%20degranulation (gene-term) PYGL","","","","","","R-HSA:6798695 (gene-term) 5836"
"",,"","","20563","TAS","R-HSA:6798695","5788","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) PTPRC","","","false","gene-term","Neutrophil%20degranulation (gene-term) PTPRC","","","","","","R-HSA:6798695 (gene-term) 5788"
"",,"","","20560","TAS","R-HSA:6798695","5724","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) PTAFR","","","false","gene-term","Neutrophil%20degranulation (gene-term) PTAFR","","","","","","R-HSA:6798695 (gene-term) 5724"
"",,"","","20557","TAS","R-HSA:6798695","57153","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) SLC44A2","","","false","gene-term","Neutrophil%20degranulation (gene-term) SLC44A2","","","","","","R-HSA:6798695 (gene-term) 57153"
"",,"","","20554","TAS","R-HSA:6798695","57126","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) CD177","","","false","gene-term","Neutrophil%20degranulation (gene-term) CD177","","","","","","R-HSA:6798695 (gene-term) 57126"
"",,"","","20551","TAS","R-HSA:6798695","5695","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) PSMB7","","","false","gene-term","Neutrophil%20degranulation (gene-term) PSMB7","","","","","","R-HSA:6798695 (gene-term) 5695"
"",,"","","20548","TAS","R-HSA:6798695","5689","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) PSMB1","","","false","gene-term","Neutrophil%20degranulation (gene-term) PSMB1","","","","","","R-HSA:6798695 (gene-term) 5689"
"",,"","","20545","TAS","R-HSA:6798695","567","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) B2M","","","false","gene-term","Neutrophil%20degranulation (gene-term) B2M","","","","","","R-HSA:6798695 (gene-term) 567"
"",,"","","20542","TAS","R-HSA:6798695","5660","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) PSAP","","","false","gene-term","Neutrophil%20degranulation (gene-term) PSAP","","","","","","R-HSA:6798695 (gene-term) 5660"
"",,"","","20539","TAS","R-HSA:6798695","5611","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) DNAJC3","","","false","gene-term","Neutrophil%20degranulation (gene-term) DNAJC3","","","","","","R-HSA:6798695 (gene-term) 5611"
"",,"","","20536","TAS","R-HSA:6798695","5580","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) PRKCD","","","false","gene-term","Neutrophil%20degranulation (gene-term) PRKCD","","","","","","R-HSA:6798695 (gene-term) 5580"
"",,"","","20533","TAS","R-HSA:6798695","55313","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) CPPED1","","","false","gene-term","Neutrophil%20degranulation (gene-term) CPPED1","","","","","","R-HSA:6798695 (gene-term) 55313"
"",,"","","20530","TAS","R-HSA:6798695","53916","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) RAB4B","","","false","gene-term","Neutrophil%20degranulation (gene-term) RAB4B","","","","","","R-HSA:6798695 (gene-term) 53916"
"",,"","","20527","TAS","R-HSA:6798695","5329","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) PLAUR","","","false","gene-term","Neutrophil%20degranulation (gene-term) PLAUR","","","","","","R-HSA:6798695 (gene-term) 5329"
"",,"","","20524","TAS","R-HSA:6798695","51816","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) ADA2","","","false","gene-term","Neutrophil%20degranulation (gene-term) ADA2","","","","","","R-HSA:6798695 (gene-term) 51816"
"",,"","","20521","TAS","R-HSA:6798695","5175","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) PECAM1","","","false","gene-term","Neutrophil%20degranulation (gene-term) PECAM1","","","","","","R-HSA:6798695 (gene-term) 5175"
"",,"","","20518","TAS","R-HSA:6798695","47","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) ACLY","","","false","gene-term","Neutrophil%20degranulation (gene-term) ACLY","","","","","","R-HSA:6798695 (gene-term) 47"
"",,"","","20515","TAS","R-HSA:6798695","4057","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) LTF","","","false","gene-term","Neutrophil%20degranulation (gene-term) LTF","","","","","","R-HSA:6798695 (gene-term) 4057"
"",,"","","20512","TAS","R-HSA:6798695","3934","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) LCN2","","","false","gene-term","Neutrophil%20degranulation (gene-term) LCN2","","","","","","R-HSA:6798695 (gene-term) 3934"
"",,"","","20509","TAS","R-HSA:6798695","3920","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) LAMP2","","","false","gene-term","Neutrophil%20degranulation (gene-term) LAMP2","","","","","","R-HSA:6798695 (gene-term) 3920"
"",,"","","20506","TAS","R-HSA:6798695","3687","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) ITGAX","","","false","gene-term","Neutrophil%20degranulation (gene-term) ITGAX","","","","","","R-HSA:6798695 (gene-term) 3687"
"",,"","","20503","TAS","R-HSA:6798695","3579","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) CXCR2","","","false","gene-term","Neutrophil%20degranulation (gene-term) CXCR2","","","","","","R-HSA:6798695 (gene-term) 3579"
"",,"","","20500","TAS","R-HSA:6798695","3482","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) IGF2R","","","false","gene-term","Neutrophil%20degranulation (gene-term) IGF2R","","","","","","R-HSA:6798695 (gene-term) 3482"
"",,"","","20497","TAS","R-HSA:6798695","3320","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) HSP90AA1","","","false","gene-term","Neutrophil%20degranulation (gene-term) HSP90AA1","","","","","","R-HSA:6798695 (gene-term) 3320"
"",,"","","20494","TAS","R-HSA:6798695","3312","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) HSPA8","","","false","gene-term","Neutrophil%20degranulation (gene-term) HSPA8","","","","","","R-HSA:6798695 (gene-term) 3312"
"",,"","","20491","TAS","R-HSA:6798695","3303","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) HSPA1A","","","false","gene-term","Neutrophil%20degranulation (gene-term) HSPA1A","","","","","","R-HSA:6798695 (gene-term) 3303"
"",,"","","20488","TAS","R-HSA:6798695","326624","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) RAB37","","","false","gene-term","Neutrophil%20degranulation (gene-term) RAB37","","","","","","R-HSA:6798695 (gene-term) 326624"
"",,"","","20485","TAS","R-HSA:6798695","3107","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) HLA-C","","","false","gene-term","Neutrophil%20degranulation (gene-term) HLA-C","","","","","","R-HSA:6798695 (gene-term) 3107"
"",,"","","20482","TAS","R-HSA:6798695","3106","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) HLA-B","","","false","gene-term","Neutrophil%20degranulation (gene-term) HLA-B","","","","","","R-HSA:6798695 (gene-term) 3106"
"",,"","","20479","TAS","R-HSA:6798695","3105","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) HLA-A","","","false","gene-term","Neutrophil%20degranulation (gene-term) HLA-A","","","","","","R-HSA:6798695 (gene-term) 3105"
"",,"","","20476","TAS","R-HSA:6798695","258010","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) SVIP","","","false","gene-term","Neutrophil%20degranulation (gene-term) SVIP","","","","","","R-HSA:6798695 (gene-term) 258010"
"",,"","","20473","TAS","R-HSA:6798695","2548","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) GAA","","","false","gene-term","Neutrophil%20degranulation (gene-term) GAA","","","","","","R-HSA:6798695 (gene-term) 2548"
"",,"","","20470","TAS","R-HSA:6798695","2517","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) FUCA1","","","false","gene-term","Neutrophil%20degranulation (gene-term) FUCA1","","","","","","R-HSA:6798695 (gene-term) 2517"
"",,"","","20467","TAS","R-HSA:6798695","2512","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) FTL","","","false","gene-term","Neutrophil%20degranulation (gene-term) FTL","","","","","","R-HSA:6798695 (gene-term) 2512"
"",,"","","20464","TAS","R-HSA:6798695","23526","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) ARHGAP45","","","false","gene-term","Neutrophil%20degranulation (gene-term) ARHGAP45","","","","","","R-HSA:6798695 (gene-term) 23526"
"",,"","","20461","TAS","R-HSA:6798695","201294","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) UNC13D","","","false","gene-term","Neutrophil%20degranulation (gene-term) UNC13D","","","","","","R-HSA:6798695 (gene-term) 201294"
"",,"","","20458","TAS","R-HSA:6798695","199675","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) MCEMP1","","","false","gene-term","Neutrophil%20degranulation (gene-term) MCEMP1","","","","","","R-HSA:6798695 (gene-term) 199675"
"",,"","","20455","TAS","R-HSA:6798695","1992","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) SERPINB1","","","false","gene-term","Neutrophil%20degranulation (gene-term) SERPINB1","","","","","","R-HSA:6798695 (gene-term) 1992"
"",,"","","20452","TAS","R-HSA:6798695","1915","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) EEF1A1","","","false","gene-term","Neutrophil%20degranulation (gene-term) EEF1A1","","","","","","R-HSA:6798695 (gene-term) 1915"
"",,"","","20449","TAS","R-HSA:6798695","1654","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) DDX3X","","","false","gene-term","Neutrophil%20degranulation (gene-term) DDX3X","","","","","","R-HSA:6798695 (gene-term) 1654"
"",,"","","20446","TAS","R-HSA:6798695","1432","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) MAPK14","","","false","gene-term","Neutrophil%20degranulation (gene-term) MAPK14","","","","","","R-HSA:6798695 (gene-term) 1432"
"",,"","","20443","TAS","R-HSA:6798695","1265","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) CNN2","","","false","gene-term","Neutrophil%20degranulation (gene-term) CNN2","","","","","","R-HSA:6798695 (gene-term) 1265"
"",,"","","20440","TAS","R-HSA:6798695","1116","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) CHI3L1","","","false","gene-term","Neutrophil%20degranulation (gene-term) CHI3L1","","","","","","R-HSA:6798695 (gene-term) 1116"
"",,"","","20437","TAS","R-HSA:6798695","10875","gene-term","R-HSA:6798695",,"Neutrophil%20degranulation (gene-term) FGL2","","","false","gene-term","Neutrophil%20degranulation (gene-term) FGL2","","","","","","R-HSA:6798695 (gene-term) 10875"
"",,"","","20125","is_a:","","","term-term","term-term","2.0","Interleukin-4 and Interleukin-13 signaling (term-term-ontology) Signaling by Interleukins","POSITIVELY_REGULATES","","false","term-term","Interleukin-4 and Interleukin-13 signaling (term-term-ontology) Signaling by Interleukins","+","","","","","R-HSA:6785807 (term-term-ontology) R-HSA:449147"
"",,"","","20122","kappa:0.51","","","term-term","term-term","0.5059006902694274","Interleukin-4 and Interleukin-13 signaling (term-term) Signaling by Interleukins","","","false","term-term","Interleukin-4 and Interleukin-13 signaling (term-term) Signaling by Interleukins","+","","","","","R-HSA:6785807 (term-term) R-HSA:449147"
"",,"","","20119","TAS","R-HSA:6785807","948","gene-term","R-HSA:6785807",,"Interleukin-4%20and%20Interleukin-13%20signaling (gene-term) CD36","","","false","gene-term","Interleukin-4%20and%20Interleukin-13%20signaling (gene-term) CD36","","","","","","R-HSA:6785807 (gene-term) 948"
"",,"","","20116","TAS","R-HSA:6785807","7157","gene-term","R-HSA:6785807",,"Interleukin-4%20and%20Interleukin-13%20signaling (gene-term) TP53","","","false","gene-term","Interleukin-4%20and%20Interleukin-13%20signaling (gene-term) TP53","","","","","","R-HSA:6785807 (gene-term) 7157"
"",,"","","20113","TAS","R-HSA:6785807","7133","gene-term","R-HSA:6785807",,"Interleukin-4%20and%20Interleukin-13%20signaling (gene-term) TNFRSF1B","","","false","gene-term","Interleukin-4%20and%20Interleukin-13%20signaling (gene-term) TNFRSF1B","","","","","","R-HSA:6785807 (gene-term) 7133"
"",,"","","20110","TAS","R-HSA:6785807","7124","gene-term","R-HSA:6785807",,"Interleukin-4%20and%20Interleukin-13%20signaling (gene-term) TNF","","","false","gene-term","Interleukin-4%20and%20Interleukin-13%20signaling (gene-term) TNF","","","","","","R-HSA:6785807 (gene-term) 7124"
"",,"","","20107","TAS","R-HSA:6785807","6778","gene-term","R-HSA:6785807",,"Interleukin-4%20and%20Interleukin-13%20signaling (gene-term) STAT6","","","false","gene-term","Interleukin-4%20and%20Interleukin-13%20signaling (gene-term) STAT6","","","","","","R-HSA:6785807 (gene-term) 6778"
"",,"","","20104","TAS","R-HSA:6785807","6095","gene-term","R-HSA:6785807",,"Interleukin-4%20and%20Interleukin-13%20signaling (gene-term) RORA","","","false","gene-term","Interleukin-4%20and%20Interleukin-13%20signaling (gene-term) RORA","","","","","","R-HSA:6785807 (gene-term) 6095"
